Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time,Total Nights,Checkin_Month,Checkin_Day_of_Week,Is_Weekend,Total_Guests
F,37,Asian American,High-School,50K -- 100K,South,Airport Hotels,2,3,0,HB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,20,162,112,4,4,3,0,5
F,45,African American,College,50K -- 100K,North,Resort,4,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,199,342,1,11,1,0,5
F,43,African American,College,<25K,East,Airport Hotels,2,1,0,HB,No,No,Non-Refundable,Direct,Yes,Check-Out,Yes,20,190,289,2,5,3,0,3
M,36,Latino,High-School,<25K,East,City Hotel,4,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,190,7,3,8,2,0,7
M,59,Asian American,Grad,25K --50K,North,City Hotel,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,131,112,2,4,4,0,2
M,47,Latino,Mid-School,50K -- 100K,South,City Hotel,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,192,68,1,8,0,0,3
M,36,Latino,Mid-School,<25K,North,City Hotel,1,2,0,BB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,15,185,52,1,7,1,0,3
M,56,caucasian,High-School,25K --50K,North,Resort,5,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,108,68,1,7,4,0,8
F,37,Latino,Mid-School,25K --50K,North,City Hotel,2,1,1,HB,No,No,Refundable,Direct,No,Check-Out,No,0,175,110,3,6,6,1,4
M,30,Latino,Grad,25K --50K,South,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Agent,No,Check-Out,Yes,25,148,139,1,4,0,0,2
F,19,Asian American,College,<25K,East,Resort,2,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,15,109,89,2,6,1,0,4
M,44,Latino,High-School,25K --50K,South,Resort,2,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,226,110,3,6,6,1,3
F,48,Latino,College,<25K,North,City Hotel,4,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,20,150,5,3,8,4,0,5
M,66,caucasian,Grad,<25K,South,City Hotel,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,201,137,3,4,0,0,4
M,60,African American,Grad,>100K,North,Resort,1,2,0,BB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,5,158,98,1,6,0,0,3
M,63,caucasian,Grad,>100K,North,Airport Hotels,2,2,1,BB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,25,107,20,4,7,2,0,5
M,57,Latino,Grad,50K -- 100K,South,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,No,0,157,120,1,4,0,0,4
F,70,African American,High-School,>100K,South,Airport Hotels,2,2,1,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,187,130,1,8,4,0,5
F,51,caucasian,Grad,<25K,West,Resort,4,1,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,30,183,344,1,1,0,0,6
M,69,caucasian,Mid-School,>100K,South,Airport Hotels,2,3,1,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,10,180,106,1,4,3,0,6
M,31,African American,Grad,50K -- 100K,North,Resort,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,No,0,192,359,1,8,0,0,4
F,63,Asian American,Mid-School,25K --50K,South,City Hotel,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,180,347,1,9,3,0,4
M,66,Asian American,High-School,50K -- 100K,North,Airport Hotels,4,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,221,164,2,7,2,0,5
F,62,Latino,College,50K -- 100K,East,Resort,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,153,18,1,7,1,0,4
M,25,Asian American,College,<25K,South,City Hotel,2,3,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,150,60,1,7,0,0,5
M,35,Latino,Mid-School,50K -- 100K,North,City Hotel,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,235,59,2,7,0,0,5
M,59,African American,High-School,>100K,West,Resort,2,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,189,165,1,7,2,0,4
F,43,caucasian,Grad,25K --50K,North,Resort,3,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,119,9,1,8,0,0,5
M,33,Asian American,College,50K -- 100K,West,Airport Hotels,1,2,0,BB,Yes,Yes,Refundable,Agent,No,Check-Out,Yes,10,136,56,1,7,1,0,3
M,59,African American,Mid-School,50K -- 100K,South,Resort,2,2,0,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,10,248,81,4,6,4,0,4
F,43,caucasian,Grad,50K -- 100K,North,City Hotel,2,2,0,HB,Yes,No,No Deposit,Agent,No,Check-Out,Yes,25,154,158,4,3,6,1,4
M,27,Asian American,Mid-School,50K -- 100K,South,Resort,2,1,1,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,169,109,1,4,0,0,4
M,60,caucasian,College,50K -- 100K,South,Resort,2,1,1,BB,No,No,No Deposit,Online,No,Check-Out,No,0,127,79,3,5,4,0,4
F,28,caucasian,Grad,50K -- 100K,North,City Hotel,5,2,1,BB,Yes,Yes,Non-Refundable,Agent,No,Check-Out,Yes,5,147,158,4,3,1,0,8
F,45,caucasian,College,25K --50K,West,City Hotel,4,3,2,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,111,81,1,5,4,0,9
F,32,caucasian,College,25K --50K,South,Resort,1,1,1,BB,No,No,Refundable,Direct,No,Check-Out,Yes,15,244,168,1,3,2,0,3
F,68,African American,College,>100K,South,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,121,140,1,6,1,0,2
M,54,Latino,Grad,<25K,East,Resort,1,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,149,165,4,2,4,0,4
F,25,caucasian,College,>100K,East,City Hotel,3,1,1,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,166,102,3,7,5,1,5
M,66,African American,College,50K -- 100K,North,City Hotel,1,3,2,FB,No,No,Non-Refundable,Online,No,Check-Out,Yes,5,102,130,3,7,4,0,6
M,38,Latino,College,25K --50K,North,Resort,3,1,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,20,118,9,3,8,4,0,4
M,49,African American,High-School,>100K,North,Resort,3,1,0,BB,Yes,Yes,Non-Refundable,Online,Yes,Check-Out,No,0,223,57,3,6,4,0,4
M,63,Latino,Grad,25K --50K,South,Airport Hotels,3,1,0,HB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,20,152,0,3,8,3,0,4
F,37,Latino,College,50K -- 100K,West,Resort,2,3,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,25,146,46,3,6,6,1,5
M,39,Latino,Grad,25K --50K,West,Resort,3,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,142,122,1,7,2,0,5
M,67,Asian American,Grad,25K --50K,South,Resort,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,246,60,3,6,0,0,4
F,28,Latino,High-School,25K --50K,South,Resort,1,1,2,BB,No,No,Refundable,Agent,Yes,Check-Out,No,0,234,84,3,5,3,0,4
F,21,caucasian,Mid-School,25K --50K,South,Resort,2,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,176,51,3,6,2,0,5
M,30,Asian American,College,50K -- 100K,South,Airport Hotels,4,1,0,HB,Yes,Yes,Refundable,Agent,Yes,Check-Out,No,0,220,92,3,5,0,0,5
M,65,Latino,High-School,<25K,East,Resort,3,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,152,93,2,5,0,0,5
M,64,African American,High-School,25K --50K,South,Resort,5,2,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,134,211,1,1,3,0,8
F,53,Asian American,High-School,<25K,North,City Hotel,4,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,25,129,84,1,6,0,0,6
M,51,Asian American,High-School,>100K,West,Resort,3,1,1,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,20,147,211,1,1,3,0,5
F,55,Asian American,College,<25K,South,Resort,2,2,0,BB,Yes,No,Non-Refundable,Agent,Yes,Check-Out,No,0,203,211,1,1,3,0,4
F,57,Asian American,High-School,>100K,East,City Hotel,2,3,1,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,5,201,211,1,1,3,0,6
F,41,African American,College,25K --50K,South,City Hotel,3,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,No,0,175,208,4,1,3,0,5
F,56,African American,Grad,50K -- 100K,West,Resort,5,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,112,289,2,8,3,0,6
F,60,caucasian,College,25K --50K,North,City Hotel,5,2,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,40,212,290,1,8,3,0,7
F,25,Latino,College,<25K,South,Resort,1,3,0,BB,No,No,Refundable,Direct,No,Check-Out,Yes,40,230,289,2,8,3,0,4
M,32,caucasian,Grad,>100K,West,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,111,289,2,8,3,0,3
F,23,Latino,College,25K --50K,South,Resort,2,3,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,20,185,288,3,8,3,0,5
M,46,African American,College,25K --50K,East,City Hotel,3,2,1,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,141,133,2,4,6,1,6
F,58,Latino,College,<25K,West,City Hotel,4,1,0,BB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,15,170,153,1,3,0,0,5
F,57,caucasian,Mid-School,50K -- 100K,South,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,100,345,3,8,4,0,2
F,45,Latino,Grad,50K -- 100K,West,City Hotel,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,225,81,2,8,2,0,4
M,33,caucasian,College,25K --50K,North,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,190,172,3,2,0,0,4
F,69,Latino,College,25K --50K,East,City Hotel,4,1,1,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,224,76,2,5,0,0,6
M,63,Latino,Grad,<25K,East,City Hotel,4,2,0,BB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,10,232,174,1,2,0,0,6
M,23,African American,Mid-School,50K -- 100K,South,Resort,1,1,1,BB,No,No,No Deposit,Online,No,Check-Out,No,0,127,76,2,5,0,0,3
M,59,African American,Mid-School,>100K,North,City Hotel,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,5,147,19,1,8,0,0,3
F,46,African American,Grad,>100K,South,Airport Hotels,3,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,15,166,202,3,7,1,0,5
M,53,African American,Grad,50K -- 100K,East,City Hotel,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,10,233,75,3,5,0,0,4
F,29,caucasian,Mid-School,<25K,North,Airport Hotels,4,1,0,HB,No,No,Refundable,Direct,Yes,Check-Out,No,0,198,134,1,4,5,1,5
M,70,caucasian,High-School,>100K,West,City Hotel,3,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,10,197,221,1,1,4,0,5
F,23,Asian American,College,25K --50K,North,City Hotel,2,2,0,HB,No,No,Refundable,Direct,No,Check-Out,Yes,40,125,89,1,5,2,0,4
M,19,Latino,Mid-School,50K -- 100K,West,Airport Hotels,1,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,154,52,2,6,2,0,3
M,35,Latino,College,<25K,North,Airport Hotels,3,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,139,221,1,1,4,0,4
M,49,Latino,Grad,25K --50K,East,City Hotel,2,1,0,HB,Yes,No,Refundable,Agent,No,Check-Out,No,0,189,197,3,2,2,0,3
M,26,Latino,College,<25K,South,Resort,5,2,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,127,239,1,12,2,0,8
M,19,caucasian,High-School,50K -- 100K,South,Resort,2,3,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,196,94,2,8,2,0,5
M,61,caucasian,Mid-School,<25K,North,Airport Hotels,2,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,30,206,148,1,3,4,0,3
F,30,Latino,Mid-School,25K --50K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,151,237,3,12,2,0,3
M,24,Latino,Mid-School,>100K,South,City Hotel,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,169,162,4,8,0,0,4
F,30,caucasian,Mid-School,25K --50K,West,Airport Hotels,1,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,5,194,198,3,6,1,0,3
M,45,African American,Grad,50K -- 100K,West,Airport Hotels,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,159,195,1,2,4,0,2
F,41,caucasian,College,50K -- 100K,South,Airport Hotels,3,1,0,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,20,138,144,2,3,1,0,4
F,51,caucasian,College,<25K,South,Resort,5,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,201,156,2,7,1,0,7
M,22,Asian American,College,50K -- 100K,West,Resort,2,1,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,222,199,1,2,2,0,3
M,52,African American,Grad,>100K,East,Resort,3,2,0,HB,No,No,No Deposit,Agent,No,Check-Out,No,0,231,117,2,4,4,0,5
F,66,African American,College,50K -- 100K,South,City Hotel,4,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,20,189,117,2,4,4,0,6
M,42,African American,College,<25K,North,City Hotel,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,126,10,2,8,5,1,3
F,66,Asian American,Grad,50K -- 100K,North,City Hotel,5,2,2,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,139,99,1,7,6,1,9
M,56,caucasian,Grad,25K --50K,East,Resort,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,233,8,2,8,5,1,5
M,25,caucasian,Mid-School,50K -- 100K,North,City Hotel,1,3,0,BB,No,No,No Deposit,Agent,No,Check-Out,No,0,168,141,1,6,3,0,4
F,24,Asian American,Grad,25K --50K,South,Airport Hotels,3,3,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,246,26,2,8,2,0,7
M,21,African American,College,50K -- 100K,East,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,201,72,3,6,0,0,3
F,37,Asian American,Mid-School,50K -- 100K,East,Resort,2,1,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,30,158,291,1,12,2,0,3
F,64,Latino,College,25K --50K,South,City Hotel,5,3,0,BB,Yes,No,Non-Refundable,Direct,Yes,Check-Out,Yes,10,130,291,2,12,2,0,8
F,18,African American,Grad,25K --50K,North,Resort,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,119,77,2,6,0,0,6
F,57,African American,College,50K -- 100K,North,City Hotel,3,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,5,144,26,2,8,2,0,4
F,61,caucasian,Grad,<25K,North,City Hotel,5,3,0,HB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,15,192,74,1,6,3,0,8
M,50,caucasian,College,50K -- 100K,South,Resort,2,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,208,72,3,7,1,0,4
F,50,caucasian,College,50K -- 100K,North,Airport Hotels,3,1,1,BB,No,No,Non-Refundable,Online,No,Check-Out,Yes,20,181,59,2,8,2,0,5
M,43,caucasian,Mid-School,25K --50K,East,City Hotel,4,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,146,154,1,3,5,1,5
F,50,Latino,College,25K --50K,South,Airport Hotels,2,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,236,182,1,8,3,0,3
F,52,Latino,High-School,25K --50K,West,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,215,164,3,3,1,0,3
M,30,Asian American,College,50K -- 100K,South,City Hotel,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,179,164,4,4,2,0,5
M,67,Asian American,College,>100K,South,Airport Hotels,2,1,1,HB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,No,0,215,52,3,6,4,0,4
F,50,African American,Mid-School,25K --50K,North,Resort,4,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,103,126,1,4,4,0,5
F,56,Latino,High-School,<25K,East,Resort,2,2,2,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,235,242,3,2,5,1,6
M,21,Latino,College,50K -- 100K,South,Resort,4,1,0,HB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,218,194,1,6,2,0,5
M,65,Latino,Grad,<25K,East,City Hotel,1,3,0,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,10,165,140,3,5,6,1,4
M,65,Latino,High-School,50K -- 100K,South,Airport Hotels,1,1,0,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,5,114,139,4,5,6,1,2
M,68,caucasian,College,<25K,East,Resort,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,183,142,1,5,6,1,3
F,18,caucasian,Mid-School,25K --50K,West,Airport Hotels,3,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,130,105,1,6,1,0,5
M,56,Asian American,Mid-School,<25K,North,City Hotel,5,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,180,20,3,8,3,0,6
F,27,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,4,2,0,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,40,192,136,1,4,6,1,6
F,39,Latino,Grad,>100K,South,Resort,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,183,20,2,7,4,0,4
F,69,African American,High-School,50K -- 100K,North,Resort,2,1,1,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,20,232,22,1,8,3,0,4
F,22,African American,College,>100K,East,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,236,13,3,8,1,0,2
F,65,African American,Grad,50K -- 100K,East,Resort,3,1,1,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,30,231,55,1,7,3,0,5
F,44,Asian American,High-School,>100K,South,Resort,3,3,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,116,77,1,6,6,1,6
F,41,Latino,Grad,25K --50K,South,Airport Hotels,5,1,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,30,186,78,1,7,3,0,7
M,64,African American,College,50K -- 100K,East,Resort,3,1,1,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,10,151,21,3,8,2,0,5
F,35,Latino,Grad,50K -- 100K,South,Resort,2,3,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,30,202,186,1,6,3,0,5
F,64,African American,College,<25K,South,Resort,2,2,1,BB,Yes,No,Non-Refundable,Direct,Yes,Check-Out,Yes,5,133,143,1,7,0,0,5
F,30,Latino,Grad,<25K,North,Airport Hotels,3,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,15,131,111,1,7,0,0,6
M,23,African American,College,50K -- 100K,North,City Hotel,5,1,1,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,5,207,133,1,6,3,0,7
F,69,Latino,College,>100K,East,Resort,4,3,2,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,197,25,1,7,5,1,9
F,66,African American,High-School,25K --50K,South,Resort,4,2,1,BB,No,No,Non-Refundable,Agent,No,Check-Out,No,0,173,172,1,4,3,0,7
F,19,caucasian,Mid-School,<25K,South,Airport Hotels,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,199,178,2,7,4,0,4
F,37,African American,High-School,<25K,West,Airport Hotels,1,1,1,HB,No,No,Non-Refundable,Agent,Yes,Check-Out,No,0,170,72,1,6,1,0,3
M,59,caucasian,Mid-School,25K --50K,East,City Hotel,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,115,1,2,8,2,0,4
M,42,Latino,High-School,50K -- 100K,North,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,117,75,2,6,5,1,3
F,24,Asian American,College,<25K,West,City Hotel,1,2,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,109,49,2,8,0,0,3
M,59,caucasian,College,>100K,North,Resort,1,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,10,144,77,4,5,1,0,3
F,32,African American,Mid-School,<25K,East,City Hotel,1,2,0,BB,Yes,No,Refundable,Agent,No,Check-Out,No,0,154,23,4,8,3,0,3
F,63,Latino,College,>100K,East,City Hotel,2,1,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,25,164,164,1,4,2,0,3
F,37,Asian American,College,>100K,West,Airport Hotels,4,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,233,164,1,4,2,0,6
M,20,caucasian,College,50K -- 100K,North,Airport Hotels,2,3,0,HB,Yes,No,Refundable,Online,No,Check-Out,Yes,20,111,163,2,4,2,0,5
M,45,Latino,College,25K --50K,South,Airport Hotels,2,3,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,163,163,2,4,2,0,5
F,66,caucasian,College,>100K,North,City Hotel,1,2,1,HB,No,No,Non-Refundable,Direct,Yes,Check-Out,Yes,20,163,162,3,4,2,0,4
M,23,African American,Grad,25K --50K,North,Resort,1,2,1,BB,Yes,No,Refundable,Agent,No,Check-Out,Yes,5,236,15,1,8,0,0,4
M,66,caucasian,Mid-School,>100K,South,Resort,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,230,163,2,4,2,0,3
F,27,caucasian,Grad,25K --50K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,205,145,4,4,5,1,3
F,54,Latino,College,>100K,North,Resort,1,2,2,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,109,164,1,4,2,0,5
M,55,Asian American,Mid-School,<25K,South,City Hotel,3,1,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,155,164,1,4,2,0,4
F,31,Asian American,College,25K --50K,South,City Hotel,4,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,110,162,3,4,2,0,6
M,48,African American,Grad,<25K,South,Resort,3,1,1,BB,Yes,Yes,Non-Refundable,Direct,Yes,Check-Out,Yes,10,235,27,2,8,2,0,5
M,20,Latino,Grad,50K -- 100K,South,City Hotel,2,1,1,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,No,0,164,115,1,4,6,1,4
M,66,caucasian,High-School,25K --50K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,161,13,1,8,3,0,3
F,67,caucasian,College,<25K,South,Resort,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,242,52,2,6,5,1,3
F,54,Latino,College,25K --50K,East,Airport Hotels,2,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,No,0,215,85,1,5,1,0,4
F,40,African American,College,<25K,South,Resort,2,2,1,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,129,78,2,7,2,0,5
F,20,Latino,College,<25K,East,Resort,3,2,2,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,30,113,357,3,9,3,0,7
F,42,Latino,Grad,<25K,North,Resort,5,3,1,BB,Yes,No,Non-Refundable,Direct,Yes,Check-Out,Yes,5,141,46,2,7,1,0,9
F,68,caucasian,Grad,<25K,South,Airport Hotels,1,3,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,30,136,156,3,6,1,0,4
F,70,Asian American,Grad,25K --50K,West,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,118,9,3,8,0,0,4
M,33,African American,Mid-School,<25K,South,City Hotel,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,109,58,1,7,0,0,2
F,64,Latino,College,25K --50K,North,Airport Hotels,4,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,181,326,2,8,1,0,6
M,42,African American,College,<25K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,5,111,66,4,6,4,0,3
M,42,African American,College,<25K,South,City Hotel,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,195,12,1,8,0,0,3
M,24,Latino,Grad,25K --50K,East,City Hotel,2,3,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,135,173,1,8,4,0,5
M,44,Asian American,High-School,50K -- 100K,North,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,180,100,4,5,5,1,3
M,28,Latino,College,25K --50K,East,Airport Hotels,3,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,199,165,1,5,2,0,5
F,48,African American,College,50K -- 100K,South,Airport Hotels,2,1,0,BB,No,No,Non-Refundable,Online,No,Check-Out,Yes,30,126,287,1,8,4,0,3
F,51,Latino,High-School,25K --50K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,203,22,4,7,5,1,4
F,32,Asian American,High-School,<25K,East,City Hotel,1,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,No,0,148,25,1,8,0,0,2
M,54,Asian American,High-School,25K --50K,West,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,182,150,1,3,3,0,4
F,52,African American,Grad,50K -- 100K,North,Resort,1,1,2,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,25,145,137,3,7,1,0,4
F,33,African American,College,<25K,West,Airport Hotels,4,2,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,244,85,1,6,1,0,6
F,37,caucasian,Grad,25K --50K,South,Airport Hotels,2,2,0,HB,No,No,Refundable,Online,No,Check-Out,Yes,20,176,83,3,6,1,0,4
F,52,caucasian,High-School,25K --50K,South,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,224,85,1,6,1,0,3
M,38,Latino,College,25K --50K,North,City Hotel,1,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,125,186,4,7,3,0,2
F,67,African American,College,<25K,South,Resort,2,2,1,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,20,149,85,1,6,2,0,5
M,69,Asian American,Grad,>100K,South,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,185,31,1,7,1,0,3
F,53,caucasian,Grad,25K --50K,North,City Hotel,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,30,154,115,1,7,3,0,5
